0.421213	0.487471	
0.572661	0.695712	
0.747772	0.842426	
0.870823	0.974943	
1.003339	1.045934	
1.064865	1.197381	
1.235243	1.292036	
1.393790	1.449399	
1.449399	1.505009	
1.547604	1.855231	
1.559435	1.610312	
1.907291	2.016144	
2.054006	2.186523	
2.186523	2.361634	
2.390030	2.498883	
2.522547	2.792312	
2.792312	3.005285	
3.005285	3.350775	
3.331844	3.469093	
3.497489	3.776721	
3.776721	3.904505	
3.923435	4.434571	
